Scientific.name;Common.name;count;Plot.number;Year;Month;Day;Survey.site;exuvia.observer.number;Observer..order.number;note
Leucorrhinia intacta;;1;6;2009;Jul;2;Bowley Pond;;NA;
Lestes sp.;;2;7;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;2;7;2009;Jul;2;Bowley Pond;;NA;
Aeshna interrupta;;1;7;2009;Jul;2;Bowley Pond;;NA;
Leucorrhinia frigida;;1;7;2009;Jul;2;Bowley Pond;;NA;
Cordulia shurtleffi;;1;8;2009;Jul;2;Bowley Pond;;NA;1 in ref. Collection
Aeshna interrupta;;1;8;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;1;8;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;4;9;2009;Jul;2;Bowley Pond;;NA;
Aeshna canadensis;;1;9;2009;Jul;2;Bowley Pond;;NA;
Aeshna interrupta;;1;9;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;26;10;2009;Jul;2;Bowley Pond;;NA;
Lestes sp.;;33;11;2009;Jul;2;Bowley Pond;;NA;
Lestes sp.;;8;12;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;6;12;2009;Jul;2;Bowley Pond;;NA;
Aeshna interrupta;;1;12;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;4;13;2009;Jul;2;Bowley Pond;;NA;
Aeshna interrupta;;2;13;2009;Jul;2;Bowley Pond;;NA;
Lestes sp.;;11;14;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;4;14;2009;Jul;2;Bowley Pond;;NA;
Lestes sp.;;15;15;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;12;15;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;21;16;2009;Jul;2;Bowley Pond;;NA;
Lestes sp.;;5;17;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;12;17;2009;Jul;2;Bowley Pond;;NA;
Lestes sp.;;5;18;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;4;18;2009;Jul;2;Bowley Pond;;NA;
Aeshna interrupta;;2;19;2009;Jul;2;Bowley Pond;;NA;1 in ref. Collection
Zygoptera sp.;;14;19;2009;Jul;2;Bowley Pond;;NA;
Dorocordulia libera;;1;20;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;2;20;2009;Jul;2;Bowley Pond;;NA;
Aeshna interrupta;;2;21;2009;Jul;2;Bowley Pond;;NA;
Aeshna interrupta;;3;22;2009;Jul;2;Bowley Pond;;NA;
Libellula quadrimaculata;;2;22;2009;Jul;2;Bowley Pond;;NA;
Lestes sp.;;1;22;2009;Jul;2;Bowley Pond;;NA;
Aeshna canadensis;;1;23;2009;Jul;2;Bowley Pond;;NA;1 in ref. Collection
Libellula quadrimaculata;;2;23;2009;Jul;2;Bowley Pond;;NA;1 in ref. Collection
Aeshna interrupta;;2;24;2009;Jul;2;Bowley Pond;;NA;
Leucorrhinia intacta;;1;24;2009;Jul;2;Bowley Pond;;NA;1 in ref. Collection
Lestes sp.;;1;25;2009;Jul;2;Bowley Pond;;NA;
Aeshna canadensis;;1;25;2009;Jul;2;Bowley Pond;;NA;
Libellula quadrimaculata;;1;26;2009;Jul;2;Bowley Pond;;NA;1 in ref. Collection
Zygoptera sp.;;1;27;2009;Jul;2;Bowley Pond;;NA;
Dorocordulia libera;;1;27;2009;Jul;2;Bowley Pond;;NA;1 in ref. Collection
Aeshna interrupta;;2;28;2009;Jul;2;Bowley Pond;;NA;
Lestes sp.;;1;28;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;1;28;2009;Jul;2;Bowley Pond;;NA;
Aeshna interrupta;;1;29;2009;Jul;2;Bowley Pond;;NA;
Leucorrhinia proxima;;1;29;2009;Jul;2;Bowley Pond;;NA;
Aeshna canadensis;;1;29;2009;Jul;2;Bowley Pond;;NA;
Leucorrhinia intacta;;2;30;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;1;30;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;1;31;2009;Jul;2;Bowley Pond;;NA;
Libellula quadrimaculata;;2;32;2009;Jul;2;Bowley Pond;;NA;
Leucorrhinia proxima;;2;32;2009;Jul;2;Bowley Pond;;NA;1 in ref. Collection
Zygoptera sp.;;2;32;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;2;33;2009;Jul;2;Bowley Pond;;NA;
Aeshna canadensis;;1;33;2009;Jul;2;Bowley Pond;;NA;
Leucorrhinia proxima;;1;33;2009;Jul;2;Bowley Pond;;NA;
Aeshna interrupta;;1;34;2009;Jul;2;Bowley Pond;;NA;
Leucorrhinia intacta;;2;34;2009;Jul;2;Bowley Pond;;NA;
Libellula quadrimaculata;;1;35;2009;Jul;2;Bowley Pond;;NA;1 in ref. Collection
Aeshna interrupta;;1;35;2009;Jul;2;Bowley Pond;;NA;
Zygoptera sp.;;1;35;2009;Jul;2;Bowley Pond;;NA;
Leucorrhinia intacta;;1;35;2009;Jul;2;Bowley Pond;;NA;1 in ref. Collection
Aeshna interrupta;;4;36;2009;Jul;2;Bowley Pond;;NA;
Libellula quadrimaculata;;1;36;2009;Jul;2;Bowley Pond;;NA;
Leucorrhinia intacta;;1;36;2009;Jul;2;Bowley Pond;;NA;
Aeshna interrupta;;3;3;2009;Aug;6;Bowley Pond;;NA;
Zygoptera sp.;;2;3;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;1;4;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;1;5;2009;Aug;6;Bowley Pond;;NA;
Aeshna sp.;;1;5;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;4;6;2009;Aug;6;Bowley Pond;;NA;
Sympetrum obtrusum;;1;6;2009;Aug;6;Bowley Pond;;NA;
Lestes sp.;;3;6;2009;Aug;6;Bowley Pond;;NA;
Zygoptera sp.;;2;6;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;6;7;2009;Aug;6;Bowley Pond;;NA;
Sympetrum obtrusum;;1;7;2009;Aug;6;Bowley Pond;;NA;
Libellula quadrimaculata;;1;7;2009;Aug;6;Bowley Pond;;NA;
Dorocordulia libera;;1;7;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;5;8;2009;Aug;6;Bowley Pond;;NA;
Lestes sp.;;4;8;2009;Aug;6;Bowley Pond;;NA;
Sympetrum vicinum;;1;8;2009;Aug;6;Bowley Pond;;NA;pinned for ref collection
Zygoptera sp.;;1;9;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;1;9;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;Variable Darner;8;10;2009;Aug;6;Bowley Pond;;NA;
Zygoptera sp.;;1;10;2009;Aug;6;Bowley Pond;;NA;
Sympetrum vicinum;Autumn Meadowhawk;2;10;2009;Aug;6;Bowley Pond;;NA;
Libellula quadrimaculata;;4;10;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;5;11;2009;Aug;6;Bowley Pond;;NA;
Lestes sp.;;8;12;2009;Aug;6;Bowley Pond;;NA;
Zygoptera sp.;;7;12;2009;Aug;6;Bowley Pond;;NA;
Aeshna canadensis;;2;12;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;8;12;2009;Aug;6;Bowley Pond;;NA;
Sympetrum obtrusum;;1;12;2009;Aug;6;Bowley Pond;;NA;
Lestes sp.;;2;13;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;4;13;2009;Aug;6;Bowley Pond;;NA;
Aeshna canadensis;;2;13;2009;Aug;6;Bowley Pond;;NA;
Leucorrhinia intacta;;1;13;2009;Aug;6;Bowley Pond;;NA;pinned for ref collection
Aeshna canadensis;Canada Darner;1;14;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;Variable Darner;7;14;2009;Aug;6;Bowley Pond;;NA;
Zygoptera sp.;;7;14;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;Variable Darner;4;15;2009;Aug;6;Bowley Pond;;NA;
Libellula quadrimaculata;;1;15;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;Variable Darner;2;16;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;2;17;2009;Aug;6;Bowley Pond;;NA;
Aeshna canadensis;;1;17;2009;Aug;6;Bowley Pond;;NA;
Sympetrum obtrusum;;1;17;2009;Aug;6;Bowley Pond;;NA;
Lestes sp.;;1;18;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;1;19;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;Variable Darner;1;21;2009;Aug;6;Bowley Pond;;NA;w/ emerged adult
Aeshna canadensis;;1;22;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;5;22;2009;Aug;6;Bowley Pond;;NA;
Zygoptera sp.;;6;22;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;5;23;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;3;24;2009;Aug;6;Bowley Pond;;NA;
Sympetrum obtrusum;;1;24;2009;Aug;6;Bowley Pond;;NA;
Zygoptera sp.;;1;24;2009;Aug;6;Bowley Pond;;NA;
Lestes sp.;;2;25;2009;Aug;6;Bowley Pond;;NA;
Sympetrum obtrusum;;1;25;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;5;26;2009;Aug;6;Bowley Pond;;NA;
Aeshna canadensis;Canada Darner;4;27;2009;Aug;6;Bowley Pond;;NA;2 removed for ref coll
Aeshna interrupta;Variable Darner;4;27;2009;Aug;6;Bowley Pond;;NA;1 removed for ref coll
Aeshna interrupta;Variable Darner;4;28;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;1;29;2009;Aug;6;Bowley Pond;;NA;
Libellula quadrimaculata;;1;29;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;2;30;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;5;31;2009;Aug;6;Bowley Pond;;NA;
Sympetrum obtrusum;;1;31;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;6;32;2009;Aug;6;Bowley Pond;;NA;
Sympetrum obtrusum;;1;32;2009;Aug;6;Bowley Pond;;NA;
Zygoptera sp.;;2;32;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;Variable Darner;2;33;2009;Aug;6;Bowley Pond;;NA;
Aeshna canadensis;Canada Darner;1;33;2009;Aug;6;Bowley Pond;;NA;1 to D. Doucette
Aeshna interrupta;;1;34;2009;Aug;6;Bowley Pond;;NA;
Zygoptera sp.;;1;34;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;Variable Darner;3;35;2009;Aug;6;Bowley Pond;;NA;
Sympetrum obtrusum;;1;35;2009;Aug;6;Bowley Pond;;NA;
Aeshna canadensis;Canada Darner;1;36;2009;Aug;6;Bowley Pond;;NA;
Sympetrum vicinum;Autumn Meadowhawk;1;36;2009;Aug;6;Bowley Pond;;NA;
Aeshna interrupta;;3;37;2009;Aug;6;Bowley Pond;;NA;
Lestes sp.;;2;37;2009;Aug;6;Bowley Pond;;NA;
Enallagma sp;;1;37;2009;Aug;6;Bowley Pond;;NA;
Epitheca spinigera;;1;1;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;1;1;2009;Jun;25;John Archies Pond;;NA;
Leucorrhinia intacta;;1;1;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;2;1;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;5;2;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;1;3;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;2;3;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;1;4;2009;Jun;25;John Archies Pond;;NA;
Zygoptera sp.;;1;4;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;1;5;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;1;6;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;1;6;2009;Jun;25;John Archies Pond;;NA;
Zygoptera sp.;;1;6;2009;Jun;25;John Archies Pond;;NA;
Zygoptera sp.;;3;7;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;1;7;2009;Jun;25;John Archies Pond;;NA;
Aeshna canadensis;;1;8;2009;Jun;25;John Archies Pond;;NA;
Zygoptera sp.;;2;8;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;6;13;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;3;13;2009;Jun;25;John Archies Pond;;NA;1 in ref. Collection
Epitheca spinigera;;2;14;2009;Jun;25;John Archies Pond;;NA;
Dorocordulia libera;;1;14;2009;Jun;25;John Archies Pond;;NA;
Zygoptera sp.;;3;16;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;3;16;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;2;17;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;6;18;2009;Jun;25;John Archies Pond;;NA;1 in ref. Collection
Libellula quadrimaculata;;2;18;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;6;19;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;1;19;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;3;20;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;1;20;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;2;22;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;2;23;2009;Jun;25;John Archies Pond;;NA;
Zygoptera sp.;;2;23;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;1;24;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;1;25;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;1;26;2009;Jun;25;John Archies Pond;;NA;1 in ref. Collection
Epitheca spinigera;;7;27;2009;Jun;25;John Archies Pond;;NA;
Zygoptera sp.;;3;28;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;6;28;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;5;28;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;34;29;2009;Jun;25;John Archies Pond;;NA;
Zygoptera sp.;;2;29;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;10;29;2009;Jun;25;John Archies Pond;;NA;
Zygoptera sp.;;2;30;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;2;30;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;21;30;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;14;31;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;1;31;2009;Jun;25;John Archies Pond;;NA;
Zygoptera sp.;;6;31;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;2;31;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;2;32;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;1;32;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;6;33;2009;Jun;25;John Archies Pond;;NA;
Libellula quadrimaculata;;1;33;2009;Jun;25;John Archies Pond;;NA;
Lestes sp.;;2;33;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;6;34;2009;Jun;25;John Archies Pond;;NA;3 in Denis' ref. Collection
Epitheca spinigera;;8;35;2009;Jun;25;John Archies Pond;;NA;
Epitheca spinigera;;6;36;2009;Jun;25;John Archies Pond;;NA;1 in ref. Collection
Lestes sp.;;2;36;2009;Jun;25;John Archies Pond;;NA;
Sympetrum costiferum;;4;1;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;3;2;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;1;2;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;3;2009;Aug;9;John Archies Pond;;NA;1 in ref. Collection
Sympetrum obtrusum;;1;4;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;4;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;4;5;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;5;6;2009;Aug;9;John Archies Pond;;NA;1 in ref. Collection
Aeshna interrupta;;1;7;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;3;7;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;8;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;7;8;2009;Aug;9;John Archies Pond;;NA;
Aeshna constricta;;2;8;2009;Aug;9;John Archies Pond;;NA;
Sympetrum semicinctum;;1;8;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;1;9;2009;Aug;9;John Archies Pond;;NA;
Aeshna sp.;;1;9;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;10;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;3;10;2009;Aug;9;John Archies Pond;;NA;
Sympetrum semicinctum;;1;10;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;11;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;1;11;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;2;12;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;7;13;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;2;13;2009;Aug;9;John Archies Pond;;NA;
Sympetrum semicinctum;;1;14;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;14;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;2;15;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;2;16;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;17;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;2;17;2009;Aug;9;John Archies Pond;;NA;
Sympetrum obtrusum;;1;17;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;2;18;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;2;18;2009;Aug;9;John Archies Pond;;NA;
Aeshna constricta;;1;18;2009;Aug;9;John Archies Pond;;NA;
Aeshna sp.;;1;18;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;19;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;2;20;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;2;20;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;1;21;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;3;22;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;1;22;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;23;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;24;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;1;24;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;25;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;3;25;2009;Aug;9;John Archies Pond;;NA;
Anax junius;;1;25;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;26;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;4;26;2009;Aug;9;John Archies Pond;;NA;
Sympetrum sp.;;1;26;2009;Aug;9;John Archies Pond;;NA;
Lestes sp.;;1;26;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;1;27;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;27;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;5;28;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;2;28;2009;Aug;9;John Archies Pond;;NA;
Aeshna sp.;;1;28;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;2;29;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;30;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;1;31;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;34;2009;Aug;9;John Archies Pond;;NA;
Aeshna interrupta;;2;35;2009;Aug;9;John Archies Pond;;NA;
Sympetrum costiferum;;1;36;2009;Aug;9;John Archies Pond;;NA;
Epitheca canis;;2;1;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;1;1;2009;Jun;26;Wills Pond;;NA;
Epitheca canis;;2;2;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;2;2;2009;Jun;26;Wills Pond;;NA;
Cordulia shurtleffi;;2;2;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;2;3;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;2;3;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;2;4;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;3;5;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;1;6;2009;Jun;26;Wills Pond;;NA;
Cordulia shurtleffi;;1;6;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;1;7;2009;Jun;26;Wills Pond;;NA;
Epitheca canis;;1;8;2009;Jun;26;Wills Pond;;NA;1 in ref. Collection
Leucorrhinia intacta;;1;9;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;1;11;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;3;12;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;2;12;2009;Jun;26;Wills Pond;;NA;
Epitheca canis;;2;12;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;1;13;2009;Jun;26;Wills Pond;;NA;
Epitheca canis;;1;14;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;2;14;2009;Jun;26;Wills Pond;;NA;
Epitheca canis;;1;15;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;16;16;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;5;16;2009;Jun;26;Wills Pond;;NA;
Epitheca canis;;1;16;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;5;17;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;1;18;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;10;18;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;1;19;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;3;19;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;11;20;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;1;23;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;1;24;2009;Jun;26;Wills Pond;;NA;
Aeshna canadensis;;2;25;2009;Jun;26;Wills Pond;;NA;1 in ref. Collection
Libellula quadrimaculata;;3;25;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;1;26;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;1;27;2009;Jun;26;Wills Pond;;NA;
Leucorrhinia intacta;;1;28;2009;Jun;26;Wills Pond;;NA;
Libellula quadrimaculata;;2;29;2009;Jun;26;Wills Pond;;NA;
Somatochlora walshii;;1;34;2009;Jun;26;Wills Pond;;NA;1 in ref. Collection
Cordulia shurtleffi;;1;36;2009;Jun;26;Wills Pond;;NA;
Aeshna interrupta;;1;3;2009;Aug;8;Wills Pond;;NA;jaw removed - photographed D. Doucet
Sympetrum semicinctum;;2;4;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;;1;7;2009;Aug;8;Wills Pond;;NA;1 in ref. Collection
Zygoptera sp.;;1;7;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;;1;8;2009;Aug;8;Wills Pond;;NA;
Aeshna tuberculifera;;1;8;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;;2;9;2009;Aug;8;Wills Pond;;NA;1 to D. Doucette
Aeshna tuberculifera;;1;9;2009;Aug;8;Wills Pond;;NA;1 in ref. Collection - jaw photographed D. Doucet
Sympetrum semicinctum;;2;10;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;;2;10;2009;Aug;8;Wills Pond;;NA;
Libellula quadrimaculata;;1;10;2009;Aug;8;Wills Pond;;NA;1 in ref. Collection
Aeshna sp.;;1;10;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;Band-winged Meadowhawk;1;12;2009;Aug;8;Wills Pond;;NA;
Aeshna tuberculifera;Black-tipped Darner;1;12;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;Band-winged Meadowhawk;1;13;2009;Aug;8;Wills Pond;;NA;
Aeshna tuberculifera;Black-tipped Darner;2;13;2009;Aug;8;Wills Pond;;NA;1 in ref. Collection
Aeshna tuberculifera;;2;14;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;;1;14;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;;1;16;2009;Aug;8;Wills Pond;;NA;
Sympetrum obtrusum;;1;16;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;Band-winged Meadowhawk;3;17;2009;Aug;8;Wills Pond;;NA;2 in ref. Collection
Sympetrum obtrusum;;1;18;2009;Aug;8;Wills Pond;;NA;1 in ref. Collection
Sympetrum semicinctum;;1;19;2009;Aug;8;Wills Pond;;NA;
Sympetrum costiferum;;1;22;2009;Aug;8;Wills Pond;;NA;1 in ref. Collection
Sympetrum semicinctum;;1;22;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;;1;23;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;;1;24;2009;Aug;8;Wills Pond;;NA;
Sympetrum semicinctum;Band-winged Meadowhawk;1;25;2009;Aug;8;Wills Pond;;NA;1 in ref. Collection
Sympetrum obtrusum;;1;32;2009;Aug;8;Wills Pond;;NA;
Aeshna tuberculifera;;1;34;2009;Aug;8;Wills Pond;;NA;1 to D. Doucette
Aeshna tuberculifera;;1;35;2009;Aug;8;Wills Pond;;NA;1 in ref. Collection
Aeshna tuberculifera;Black-tipped Darner;1;36;2009;Aug;8;Wills Pond;;NA;1 in D Doucet ref collection
Lestes sp.;;1;3;2010;Jun;24;Bells Pond;2;2;
Lestes sp.;;1;3;2010;Jun;24;Bells Pond;1;1;
Lestes sp.;;1;6;2010;Jun;24;Bells Pond;2;2;
Lestes sp.;;1;7;2010;Jun;24;Bells Pond;2;2;
Aeshna canadensis;;1;7;2010;Jun;24;Bells Pond;1;1;
Lestes sp.;;1;7;2010;Jun;24;Bells Pond;1;1;
Aeshna canadensis;;1;8;2010;Jun;24;Bells Pond;2;2;
Lestes sp.;;2;9;2010;Jun;24;Bells Pond;2;2;
Lestes sp.;;2;9;2010;Jun;24;Bells Pond;1;1;
Lestes sp.;;1;10;2010;Jun;24;Bells Pond;2;2;
Lestes sp.;;2;10;2010;Jun;24;Bells Pond;1;1;
Lestes sp.;;1;12;2010;Jun;24;Bells Pond;1;1;
Lestes sp.;;1;13;2010;Jun;24;Bells Pond;1;1;
Leucorrhinia intacta;;1;15;2010;Jun;24;Bells Pond;1;1;
Libellula quadrimaculata;;1;15;2010;Jun;24;Bells Pond;2;2;
Aeshna canadensis;;2;16;2010;Jun;24;Bells Pond;1;1;
Libellula quadrimaculata;;1;16;2010;Jun;24;Bells Pond;1;1;
Libellula quadrimaculata;;1;16;2010;Jun;24;Bells Pond;2;2;
Libellula quadrimaculata;;1;17;2010;Jun;24;Bells Pond;1;1;
Leucorrhinia intacta;;1;17;2010;Jun;24;Bells Pond;1;1;
Libellula quadrimaculata;;5;18;2010;Jun;24;Bells Pond;1;1;
Libellula quadrimaculata;;2;18;2010;Jun;24;Bells Pond;2;2;
